id,reference,pretrained_hyp,finetuned_hyp,pretrained_correct,finetuned_correct
1996,पुरुषों के स्टैंडिंग सुपर जी में ऑस्ट्रेलिया के मिशेल गौरले ग्यारहवें स्थान पर रहे चेक प्रतियोगी ओल्डरिच जेलिनेक पुरुषों के सिटिंग सुपर जी में सोलहवें स्थान पर रहे,पूर्शों के अस्टन्टीं सुपर जी में आस्टरेलिया के मिशल गोरले गार में स्थान पर रहे चक प्रतियोगी ओल्ट्रिच जैलिनेक पूर्शों के सिटिंग सुपर जी में सूल में स्थान पर रहे,start 1 04 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1702,केवल दो हफ़्तों में अमेरिकियों और फ़्री फ़्रेंच बलों ने दक्षिणी फ़्रांस को मुक्त कर दिया था और जर्मनी की ओर बढ़ रहे थे,केवल दो हवतो में आमेरीकियो और फूरी फ्रेंच भलो ने दक्षिनी फ्रान्स को मुक्त कर दिया था और चार्मिनि की और बड़ रहे थे,start 0 21 end 14 07 speaker id 256866 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
1955,ms बीमारी केंद्रीय तंत्रिका तंत्र पर असर करती है जिसमें दिमाग स्पाइनल कॉर्ड और ऑप्टिक नर्व शामिल हैं,M S भीमारी के नद्रिया तन्त्र का तन्त्र पर असर करती है जिस में दिमांग इस पाइनल कोर्ड और अप्टिक नर्व शामिल है,start 0 01 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1797,हर कोई समाज से जुड़ा होता है और ट्रांसपोर्ट सिस्टम का उपयोग करता है लगभग सभी लोग ट्रांसपोर्ट सिस्टम के बारे में शिकायत करते हैं,हर कोई समाज़ से जुडा होता है और ट्रान्सपोट सिस्तमका उप्योग करता है लक्बक्स अभी लोग ट्रान्स्पोट सिस्तमके बारे में शिकायत करते है,start 1 04 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1680,एक पूरी तरह से विकसित एथलीट की तरह बाघ चढ़ाई कर सकता है हालाँकि अच्छी तरह से नहीं तैर सकता है बड़ी दूरी तक छलांग लगा सकता है और एक शक्तिशाली मनुष्य के पाँच गुना बल के साथ खींच सकता है,एक पूरी तरह से बिखसित एखलिट की तरहा बाग चड़ाय कर सकता है हाला के अच्छी तरहा से नहीं तेर सकता है बढ़ी दूरी तक चलांग लगा सकता है और एक सकती साले मनुष के पांच गुना बल के साथ खिंच सकता है,start 0 01 end 14 14 speaker id 216849 text जी मैं पूरा होता है जी मैं पूरा होता है स्कूल के बारे में बात करें जी मैं पूरा होता है start 14 14 speaker id 216849 text हां बात करें जी मैं पूरा होता है start 14 14 speaker id 216849 text हां बात करें जी मैं पूरा करें जी मैं स्कूल के बारे में पूरा करें जी मैं स्कूल के बारे में पूरा करें जी मैं स्कूल कक्रेंग में पूरा करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल करूा स्कूल,False,False
1992,विशेष रूप से सवाना पर बेहतरीन अफ़्रीकी वन्य जीवन को संपूर्ण रूप से देखने के लिए आमतौर पर सफ़ारी शब्द का उपयोग किया जाता है,विशेश रूप से सवाना पर बहतरीन अप्रीगी वन ने जीवन को समपुन रूप से देखने के लिए आम तोर पर सफारी शब्द का उप्योग क्या जाता है,start 0 23 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1719,गंभीर मौसम किसी भी खतरनाक मौसमी घटना के लिए वर्गीय शब्द है जिसमें नुकसान गंभीर सामाजिक व्यवधान या मानव जीवन की हानि की संभावना है,गंबीर मुसम किसी भी खतनाक मुसमी गतना के लिए वर्गी ये सबद है जिस में नुक्सान गंबीर सामाजिक वेवदान या मानव जीवन की हानी की संबावना है,start 0 01 end 14 14 speaker id 215819 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब,False,False
1681,हालांकि यह अकेला नहीं है प्रयोग करना और प्रयोग एक ऐसा परीक्षण होता है जिसका इस्तेमाल करके एक या इससे ज़्यादा संभावित परिकल्पनाओं को ख़त्म करने सवाल करने और अवलोकन करने से भी वैज्ञानिक शोध को मार्गदर्शन मिलता है,हाला किया है अगेला नहीं है प्रेवोग करना और प्रेवोग एक आँसा प्रिक्षान होता है जिसका इस्तिमाल करने एक या इस्से जादा संबहावित परिकल पराव को खत्वो करने के सबाल करने और आब लोकन करने सेही बेग्यानिक सुद कु मारक दरसन रहा है,start 0 01 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
2006,कैल्शियम और पोटैशियम जैसे तत्वों को धातु माना जाता है बेशक चांदी और सोने जैसी धातुएं भी हैं,किल्षिम रोपोट्याश्व्यम जेसे तत्वो को दातू मना जाता है बेसक चान्दी और सोने जेसे दातू एभी है,start 0 07 end 14 14 speaker id 256866 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
1720,हॉट चॉकलेट बेल्जियम के मानकों पर बनी है फलों का जूस महंगा है लेकिन बहुत अच्छा है,होट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्�,start 0 17 end 14 97 speaker id 256866 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब,False,False
1732,जिस समय घटनाएँ हुई उसके युग को सामान्य रूप से यूरोप के इतिहास में 11वीं 12वीं और 13वीं सदी ad 1000 1300 में यूरोपियन इतिहास के उच्च मध्य युग की अवधि के रूप में बताया जाता है,जिस समय गटनाय हुए उसके यूग को सामाने रुब से यूरोप के इतियास में गयारवी बारवी और तेरवी सदी में यूरोप्यन इतियास के उच्मद्योग यूग की अवदिके रुप में बताया जाता है,start 0 06 end 14 14 speaker id 213009 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
1874,कुछ लोगों ये सोचते थे की कि वह सही था लेकिन बहुत से लोग इसके विपरीत मानते थे की सौर मंडल सूर्य और यहां तक कि अन्य सितारों सहित पृथ्वी के चारों और चक्कर लगता था,कुछ लोग यह सोचते ते की की यह सही ता लेकिन बहुत से लोग इसके विप्रित मानते ते की सोर मंडल सुर्ये और यहां तक की अन सितारे सहीत प्रिस्वी के चारो और चकर लगाता ता,start 0 01 end 14 14 speaker id 215819 text जी जी मतलब इसके बारे में बताया था क्योंकि छोड़ना टाइम होता है अभी छोड़ना टाइम होता है जिससे फिर अभी छोड़ना टाइम होता है वहां तो अभी छोडना टाइम होता है वहां तो अभी छोडना टाइम होता है वहां पूछ रहा है तो अब तो यहां पूछ रहा है तो अभी छोडना है और अब पूछ रहा है तो अब आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप,False,False
1981,यदि आप केवल शिपबोर्ड भ्रमण का उपयोग करके किनारे तक जाते हैं तो आपको एक अलग वीज़ा की आवश्यकता नहीं होगी 2009 तक,यादि आप केवल शिबवोड प्रमन का उप्यो करके किनारे तक जाते हैं तो आपको एक अलग भीजा की ववशकता नहीं हो कि 2009 तक,start 0 23 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1683,यहूदी और गैर यहूदी की तरह अभी भी ऐसे कई पुरुष और महिलाएं जीवित हैं जो उस समय बचने में सफल रहे और कई जिनके प्रियजनों को मार दिया गया या उनके मरने तक उनसे काम करवाया गया,यहुदी और गया यहुदी कितारा अभी भी एसे कई पूरुश्वार महिलाई जीविद हैं जो उस समझे बचने में सफल रहे और कई जिनके प्रिया जनो को मार दिया गया या उनके मरने तक उनसे काम करवाया गया,start 0 17 end 14 97 speaker id 256866 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक �बजाना जाना जाना जाना जाना जाना जाना जाना जाना,False,False
1807,इटैलियन भी रोज़ाना इस्तेमाल होने वाली भाषा है जिसे राज्य में काम करने वाले अधिकांश लोग उपयोग में लाते हैं जबकि लेटिन का धार्मिक रस्मों में इस्तेमाल किया जाता है,अदिकान्स लोग उप्योग में लाते हैं जब की लेटिन का दार्मिक रस्मों में इस्तिमाल किया जाता है अदिकान्स लोग उप्योग में लाते हैं जब की लेटिन का दार्मिक रस्मों में इस्तिमाल किया जाता है अदिकान्स लोग उप्योग में लाते हैं जब की लेटिन का दार्मिक रस्मों में इस्तिमाल किया जाता है अदिकान्स लोग उप्योग में लाते हैं जब की लेटिन का दार्मिक रस्मों में इस्तिमाल किया जाता है,start 0 23 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
